content/models/blockers/TreeStump/TreeStump, 0, 10, 0, 0, 0, 0
content/models/blockers/TrashCan/TrashCan, 0, 30, 0, 0, 0, 0
content/models/blockers/TreeStump/TreeStump, 0, 40, 0, 0, 0, 0
content/models/blockers/TrashCan/TrashCan, 0, 50, 0, 0, 0, 0
content/models/blockers/Tree/Tree, 0, 70, 0, 0, 0, 0
content/models/blockers/TreeStump/TreeStump, 0, 90, 0, 0, 0, 0
content/models/blockers/TreeStump/TreeStump, 0, 100, 0, 0, 0, 0
content/models/blockers/TrashCan/TrashCan, 0, 110, 0, 0, 0, 0
content/models/blockers/TreeStump/TreeStump, 0, 120, 0, 0, 0, 0
content/models/blockers/TrashCan/TrashCan, 0, 140, 0, 0, 0, 0
content/models/blockers/TrashCan/TrashCan, 0, 150, 0, 0, 0, 0
content/models/blockers/TrashCan/TrashCan, 0, 160, 0, 0, 0, 0
content/models/blockers/Tree/Tree, 0, 180, 0, 0, 0, 0
content/models/blockers/TreeStump/TreeStump, 0, 190, 0, 0, 0, 0
content/models/blockers/Tree/Tree, 0, 200, 0, 0, 0, 0
